Date,Ingredient,Expected_Ingredient_Usage_kg,Purchased_Qty_kg,Quantity_Used,Waste_kg,Is_Weekend,Weather,Holiday
2024-07-30,Chicken,44.68,13.46,11.57,1.8900000000000006,0,Sunny,No
2024-07-30,Chilli Powder,0.21600000000000003,1.36,1.26,0.10000000000000009,0,Sunny,No
2024-07-30,Cooking Oil,14.024000000000001,21.49,15.8,5.689999999999998,0,Sunny,No
2024-07-30,Coriander,0.249,0.92,0.76,0.16000000000000003,0,Sunny,No
2024-07-30,Flour,44.2,144.86,126.34,18.52000000000001,0,Sunny,No
2024-07-30,Garlic,1.9400000000000002,7.4,5.7,1.7000000000000002,0,Sunny,No
2024-07-30,Ginger,1.74,1.85,1.56,0.29000000000000004,0,Sunny,No
2024-07-30,Milk,38.040000000000006,45.86,34.9,10.96,0,Sunny,No
2024-07-30,Onions,31.455000000000002,55.63,45.01,10.620000000000005,0,Sunny,No
2024-07-30,Paneer,22.17,21.6,15.89,5.710000000000001,0,Sunny,No
2024-07-30,Potatoes,23.78,107.2,77.09,30.11,0,Sunny,No
2024-07-30,Rice,17.86,117.88,96.25,21.629999999999995,0,Sunny,No
2024-07-30,Salt,1.743,12.61,10.26,2.3499999999999996,0,Sunny,No
2024-07-30,Spices Mix,5.017,1.65,1.48,0.16999999999999993,0,Sunny,No
2024-07-30,Sugar,11.624,10.93,9.49,1.4399999999999995,0,Sunny,No
2024-07-30,Tomatoes,28.900000000000002,29.12,25.23,3.8900000000000006,0,Sunny,No
2024-07-30,Yogurt,16.74,7.56,6.46,1.0999999999999996,0,Sunny,No
2024-07-31,Butter,13.495000000000001,13.66,11.37,2.290000000000001,0,Cloudy,No
2024-07-31,Chicken,58.79,28.02,20.26,7.759999999999998,0,Cloudy,No
2024-07-31,Chilli Powder,0.41300000000000003,1.81,1.72,0.09000000000000008,0,Cloudy,No
2024-07-31,Cooking Oil,20.403000000000002,5.79,4.89,0.9000000000000004,0,Cloudy,No
2024-07-31,Coriander,0.429,1.41,1.07,0.33999999999999986,0,Cloudy,No
2024-07-31,Flour,51.290000000000006,91.71,76.94,14.769999999999996,0,Cloudy,No
2024-07-31,Garlic,2.537,7.55,6.86,0.6899999999999995,0,Cloudy,No
2024-07-31,Ginger,2.368,2.08,1.76,0.32000000000000006,0,Cloudy,No
2024-07-31,Milk,43.88,41.64,38.21,3.4299999999999997,0,Cloudy,No
2024-07-31,Onions,40.01,104.1,88.03,16.069999999999993,0,Cloudy,No
2024-07-31,Paneer,20.759999999999998,21.52,19.24,2.280000000000001,0,Cloudy,No
2024-07-31,Potatoes,42.61,74.91,55.53,19.379999999999995,0,Cloudy,No
2024-07-31,Rice,21.2,82.94,71.31,11.629999999999995,0,Cloudy,No
2024-07-31,Salt,2.271,7.21,6.61,0.5999999999999996,0,Cloudy,No
2024-07-31,Spices Mix,7.287,7.47,5.84,1.63,0,Cloudy,No
2024-07-31,Sugar,12.051,6.73,6.37,0.3600000000000003,0,Cloudy,No
2024-07-31,Tomatoes,42.410000000000004,40.63,36.87,3.760000000000005,0,Cloudy,No
2024-07-31,Yogurt,13.1,10.92,9.15,1.7699999999999996,0,Cloudy,No
2024-08-01,Butter,11.370000000000001,5.57,4.79,0.7800000000000002,0,Rainy,No
2024-08-01,Chicken,56.67,17.89,15.42,2.4700000000000006,0,Rainy,No
2024-08-01,Chilli Powder,0.295,1.1,0.97,0.13000000000000012,0,Rainy,No
2024-08-01,Cooking Oil,15.509,22.29,18.99,3.3000000000000007,0,Rainy,No
2024-08-01,Coriander,0.347,0.77,0.67,0.09999999999999998,0,Rainy,No
2024-08-01,Flour,54.56,73.77,54.59,19.179999999999993,0,Rainy,No
2024-08-01,Garlic,2.175,2.52,2.31,0.20999999999999996,0,Rainy,No
2024-08-01,Ginger,1.855,4.28,3.1,1.1800000000000002,0,Rainy,No
2024-08-01,Milk,45.72,11.94,10.96,0.9799999999999986,0,Rainy,No
2024-08-01,Onions,34.135,59.02,41.89,17.130000000000003,0,Rainy,No
2024-08-01,Paneer,16.869999999999997,25.88,18.13,7.75,0,Rainy,No
2024-08-01,Potatoes,41.89,119.69,111.29,8.399999999999991,0,Rainy,No
2024-08-01,Rice,21.22,132.52,103.11,29.41000000000001,0,Rainy,No
2024-08-01,Salt,2.199,17.53,14.47,3.0600000000000005,0,Rainy,No
2024-08-01,Spices Mix,6.268,9.77,8.19,1.58,0,Rainy,No
2024-08-01,Sugar,10.73,6.01,5.29,0.7199999999999998,0,Rainy,No
2024-08-01,Tomatoes,34.54,94.12,78.4,15.719999999999999,0,Rainy,No
2024-08-01,Yogurt,13.73,17.21,13.41,3.8000000000000007,0,Rainy,No
2024-08-02,Butter,11.925,8.7,6.84,1.8599999999999994,0,Partly Cloudy,No
2024-08-02,Chicken,53.519999999999996,27.41,24.09,3.3200000000000003,0,Partly Cloudy,No
2024-08-02,Chilli Powder,0.388,1.65,1.45,0.19999999999999996,0,Partly Cloudy,No
2024-08-02,Cooking Oil,20.057,15.15,12.6,2.5500000000000007,0,Partly Cloudy,No
2024-08-02,Coriander,0.357,2.94,2.77,0.16999999999999993,0,Partly Cloudy,No
2024-08-02,Flour,44.51,150.89,117.06,33.829999999999984,0,Partly Cloudy,No
2024-08-02,Garlic,2.321,4.38,3.15,1.23,0,Partly Cloudy,No
2024-08-02,Ginger,2.202,4.18,2.95,1.2299999999999995,0,Partly Cloudy,No
2024-08-02,Milk,44.54,48.48,40.03,8.449999999999996,0,Partly Cloudy,No
2024-08-02,Onions,35.045,81.89,63.57,18.32,0,Partly Cloudy,No
2024-08-02,Paneer,22.79,20.74,16.36,4.379999999999999,0,Partly Cloudy,No
2024-08-02,Potatoes,47.95,142.81,134.81,8.0,0,Partly Cloudy,No
2024-08-02,Rice,18.4,185.03,131.51,53.52000000000001,0,Partly Cloudy,No
2024-08-02,Salt,2.099,13.17,11.18,1.9900000000000002,0,Partly Cloudy,No
2024-08-02,Spices Mix,6.869,8.45,7.4,1.049999999999999,0,Partly Cloudy,No
2024-08-02,Sugar,13.919,13.39,10.19,3.200000000000001,0,Partly Cloudy,No
2024-08-02,Tomatoes,33.62,59.42,44.54,14.880000000000003,0,Partly Cloudy,No
2024-08-02,Yogurt,16.58,17.56,15.61,1.9499999999999993,0,Partly Cloudy,No
2024-08-03,Butter,11.58,13.3,10.96,2.34,1,Sunny,No
2024-08-03,Chicken,52.9,16.7,12.11,4.59,1,Sunny,No
2024-08-03,Chilli Powder,0.212,1.5,1.35,0.1499999999999999,1,Sunny,No
2024-08-03,Cooking Oil,16.72,23.82,19.65,4.170000000000002,1,Sunny,No
2024-08-03,Coriander,0.314,1.82,1.34,0.48,1,Sunny,No
2024-08-03,Flour,44.82,167.01,121.79,45.219999999999985,1,Sunny,No
2024-08-03,Garlic,2.039,2.62,2.24,0.3799999999999999,1,Sunny,No
2024-08-03,Ginger,1.859,4.62,3.63,0.9900000000000002,1,Sunny,No
2024-08-03,Milk,37.1,12.99,11.85,1.1400000000000006,1,Sunny,No
2024-08-03,Onions,33.480000000000004,90.67,79.81,10.86,1,Sunny,No
2024-08-03,Paneer,16.4,7.34,5.64,1.7000000000000002,1,Sunny,No
2024-08-03,Potatoes,38.010000000000005,99.51,74.38,25.13000000000001,1,Sunny,No
2024-08-03,Rice,21.19,137.78,122.23,15.549999999999997,1,Sunny,No
2024-08-03,Salt,2.007,19.09,13.96,5.129999999999999,1,Sunny,No
2024-08-03,Spices Mix,5.727,2.54,2.21,0.33000000000000007,1,Sunny,No
2024-08-03,Sugar,11.91,8.66,7.53,1.13,1,Sunny,No
2024-08-03,Tomatoes,33.910000000000004,38.56,31.81,6.7500000000000036,1,Sunny,No
2024-08-03,Yogurt,14.37,19.85,15.93,3.9200000000000017,1,Sunny,No
2024-08-04,Butter,12.440000000000001,9.57,8.61,0.9600000000000009,1,Foggy,No
2024-08-04,Chicken,42.519999999999996,35.54,27.92,7.619999999999997,1,Foggy,No
2024-08-04,Chilli Powder,0.25,1.76,1.6,0.15999999999999992,1,Foggy,No
2024-08-04,Cooking Oil,14.66,15.09,10.88,4.209999999999999,1,Foggy,No
2024-08-04,Coriander,0.378,0.61,0.49,0.12,1,Foggy,No
2024-08-04,Flour,51.64,74.99,70.89,4.099999999999994,1,Foggy,No
2024-08-04,Garlic,1.812,7.77,7.37,0.39999999999999947,1,Foggy,No
2024-08-04,Ginger,1.85,1.59,1.28,0.31000000000000005,1,Foggy,No
2024-08-04,Milk,44.97,22.15,17.83,4.32,1,Foggy,No
2024-08-04,Onions,31.05,41.5,34.84,6.659999999999997,1,Foggy,No
2024-08-04,Paneer,15.05,14.01,10.33,3.6799999999999997,1,Foggy,No
2024-08-04,Potatoes,42.97,122.14,88.79,33.349999999999994,1,Foggy,No
2024-08-04,Rice,22.8,120.6,109.39,11.209999999999994,1,Foggy,No
2024-08-04,Salt,1.985,17.21,15.94,1.2700000000000014,1,Foggy,No
2024-08-04,Spices Mix,5.882,3.03,2.46,0.5699999999999998,1,Foggy,No
2024-08-04,Sugar,13.229000000000001,14.34,13.2,1.1400000000000006,1,Foggy,No
2024-08-04,Tomatoes,31.47,62.42,45.52,16.9,1,Foggy,No
2024-08-04,Yogurt,12.06,8.26,7.76,0.5,1,Foggy,No
2024-08-05,Butter,12.56,7.22,6.04,1.1799999999999997,0,Cloudy,No
2024-08-05,Chicken,48.58,22.29,19.86,2.4299999999999997,0,Cloudy,No
2024-08-05,Chilli Powder,0.34299999999999997,1.42,1.23,0.18999999999999995,0,Cloudy,No
2024-08-05,Cooking Oil,17.02,12.78,9.52,3.26,0,Cloudy,No
2024-08-05,Coriander,0.397,2.88,2.53,0.3500000000000001,0,Cloudy,No
2024-08-05,Flour,49.59,98.71,69.47,29.239999999999995,0,Cloudy,No
2024-08-05,Garlic,2.259,4.02,3.1,0.9199999999999995,0,Cloudy,No
2024-08-05,Ginger,2.124,3.83,2.96,0.8700000000000001,0,Cloudy,No
2024-08-05,Milk,38.010000000000005,24.28,17.1,7.18,0,Cloudy,No
2024-08-05,Onions,34.725,42.5,38.33,4.170000000000002,0,Cloudy,No
2024-08-05,Paneer,12.629999999999999,17.76,15.48,2.280000000000001,0,Cloudy,No
2024-08-05,Potatoes,37.3,51.23,47.9,3.3299999999999983,0,Cloudy,No
2024-08-05,Rice,24.349999999999998,192.53,136.24,56.28999999999999,0,Cloudy,No
2024-08-05,Salt,2.031,6.68,5.88,0.7999999999999998,0,Cloudy,No
2024-08-05,Spices Mix,5.956,7.17,5.17,2.0,0,Cloudy,No
2024-08-05,Sugar,13.418,17.41,12.42,4.99,0,Cloudy,No
2024-08-05,Tomatoes,36.97,63.51,44.87,18.64,0,Cloudy,No
2024-08-05,Yogurt,16.58,9.04,6.65,2.389999999999999,0,Cloudy,No
2024-08-06,Butter,10.06,4.97,4.24,0.7299999999999995,0,Cloudy,No
2024-08-06,Chicken,57.88,47.72,37.74,9.979999999999997,0,Cloudy,No
2024-08-06,Chilli Powder,0.278,1.03,0.91,0.12,0,Cloudy,No
2024-08-06,Cooking Oil,17.58,13.74,10.76,2.9800000000000004,0,Cloudy,No
2024-08-06,Coriander,0.293,1.35,1.14,0.2100000000000002,0,Cloudy,No
2024-08-06,Flour,52.7,119.2,100.22,18.980000000000004,0,Cloudy,No
2024-08-06,Garlic,1.933,7.67,6.15,1.5199999999999996,0,Cloudy,No
2024-08-06,Ginger,1.726,1.33,0.94,0.3900000000000001,0,Cloudy,No
2024-08-06,Milk,35.02,48.81,42.41,6.400000000000006,0,Cloudy,No
2024-08-06,Onions,33.075,60.97,53.21,7.759999999999998,0,Cloudy,No
2024-08-06,Paneer,18.759999999999998,13.17,11.43,1.7400000000000002,0,Cloudy,No
2024-08-06,Potatoes,42.32,145.13,128.72,16.409999999999997,0,Cloudy,No
2024-08-06,Rice,16.55,184.82,134.45,50.370000000000005,0,Cloudy,No
2024-08-06,Salt,2.055,10.51,9.57,0.9399999999999995,0,Cloudy,No
2024-08-06,Spices Mix,6.232,2.79,2.05,0.7400000000000002,0,Cloudy,No
2024-08-06,Sugar,10.946,16.87,15.52,1.3500000000000014,0,Cloudy,No
2024-08-06,Tomatoes,32.24,39.27,33.25,6.020000000000003,0,Cloudy,No
2024-08-06,Yogurt,11.82,16.17,14.35,1.820000000000002,0,Cloudy,No
2024-08-07,Butter,11.575,5.65,4.36,1.29,0,Foggy,No
2024-08-07,Chicken,46.82,46.26,36.47,9.79,0,Foggy,No
2024-08-07,Chilli Powder,0.27,1.89,1.33,0.5599999999999998,0,Foggy,No
2024-08-07,Cooking Oil,19.703,10.78,9.59,1.1899999999999995,0,Foggy,No
2024-08-07,Coriander,0.241,1.72,1.41,0.31000000000000005,0,Foggy,No
2024-08-07,Flour,50.940000000000005,173.76,146.35,27.409999999999997,0,Foggy,No
2024-08-07,Garlic,1.911,7.1,6.54,0.5599999999999996,0,Foggy,No
2024-08-07,Ginger,1.728,4.33,3.17,1.1600000000000001,0,Foggy,No
2024-08-07,Milk,39.03,23.65,20.29,3.3599999999999994,0,Foggy,No
2024-08-07,Onions,34.805,86.04,67.69,18.35000000000001,0,Foggy,No
2024-08-07,Paneer,16.53,28.28,24.7,3.580000000000002,0,Foggy,No
2024-08-07,Potatoes,45.730000000000004,106.64,89.72,16.92,0,Foggy,No
2024-08-07,Rice,17.54,166.4,149.42,16.980000000000018,0,Foggy,No
2024-08-07,Salt,2.018,14.32,12.1,2.2200000000000006,0,Foggy,No
2024-08-07,Spices Mix,5.742,5.19,4.57,0.6200000000000001,0,Foggy,No
2024-08-07,Sugar,12.732,18.57,13.54,5.030000000000001,0,Foggy,No
2024-08-07,Tomatoes,29.87,99.48,76.09,23.39,0,Foggy,No
2024-08-07,Yogurt,10.26,13.53,12.4,1.129999999999999,0,Foggy,No
2024-08-08,Butter,10.35,12.92,12.16,0.7599999999999998,0,Cloudy,No
2024-08-08,Chicken,48.59,29.56,20.94,8.619999999999997,0,Cloudy,No
2024-08-08,Chilli Powder,0.20800000000000002,1.57,1.33,0.24,0,Cloudy,No
2024-08-08,Cooking Oil,17.781,19.99,17.5,2.4899999999999984,0,Cloudy,No
2024-08-08,Coriander,0.373,0.74,0.59,0.15000000000000002,0,Cloudy,No
2024-08-08,Flour,51.6,148.29,123.07,25.22,0,Cloudy,No
2024-08-08,Garlic,2.052,4.23,3.74,0.4900000000000002,0,Cloudy,No
2024-08-08,Ginger,1.8250000000000002,3.49,2.53,0.9600000000000004,0,Cloudy,No
2024-08-08,Milk,38.42,14.27,11.77,2.5,0,Cloudy,No
2024-08-08,Onions,37.14,46.91,42.03,4.8799999999999955,0,Cloudy,No
2024-08-08,Paneer,23.14,16.46,13.67,2.790000000000001,0,Cloudy,No
2024-08-08,Potatoes,39.74,102.02,77.41,24.61,0,Cloudy,No
2024-08-08,Rice,21.43,187.06,136.82,50.24000000000001,0,Cloudy,No
2024-08-08,Salt,2.086,8.52,7.69,0.8299999999999992,0,Cloudy,No
2024-08-08,Spices Mix,6.288,9.35,8.22,1.129999999999999,0,Cloudy,No
2024-08-08,Sugar,10.364,13.09,11.31,1.7799999999999994,0,Cloudy,No
2024-08-08,Tomatoes,35.03,89.21,73.98,15.22999999999999,0,Cloudy,No
2024-08-08,Yogurt,13.36,6.22,5.76,0.45999999999999996,0,Cloudy,No
2024-08-09,Butter,14.045,8.54,6.98,1.5599999999999987,0,Foggy,No
2024-08-09,Chicken,65.63,38.27,33.43,4.840000000000003,0,Foggy,No
2024-08-09,Chilli Powder,0.314,0.67,0.5,0.17000000000000004,0,Foggy,No
2024-08-09,Cooking Oil,19.403,5.22,4.61,0.6099999999999994,0,Foggy,No
2024-08-09,Coriander,0.486,1.68,1.59,0.08999999999999986,0,Foggy,No
2024-08-09,Flour,54.6,70.57,61.23,9.339999999999996,0,Foggy,No
2024-08-09,Garlic,2.7760000000000002,5.87,4.24,1.63,0,Foggy,No
2024-08-09,Ginger,2.356,1.61,1.14,0.4700000000000002,0,Foggy,No
2024-08-09,Milk,50.96,17.8,12.5,5.300000000000001,0,Foggy,No
2024-08-09,Onions,39.2,82.88,62.87,20.009999999999998,0,Foggy,No
2024-08-09,Paneer,23.23,5.77,4.37,1.3999999999999995,0,Foggy,No
2024-08-09,Potatoes,43.36,44.05,39.96,4.089999999999996,0,Foggy,No
2024-08-09,Rice,23.94,193.18,160.38,32.80000000000001,0,Foggy,No
2024-08-09,Salt,2.455,11.79,10.61,1.1799999999999997,0,Foggy,No
2024-08-09,Spices Mix,6.891,3.75,3.52,0.22999999999999998,0,Foggy,No
2024-08-09,Sugar,15.648,18.12,16.62,1.5,0,Foggy,No
2024-08-09,Tomatoes,40.38,69.19,64.3,4.890000000000001,0,Foggy,No
2024-08-09,Yogurt,16.93,8.13,7.34,0.7900000000000009,0,Foggy,No
2024-08-10,Butter,11.3,11.04,8.89,2.1499999999999986,1,Cloudy,No
2024-08-10,Chicken,56.599999999999994,36.8,31.23,5.569999999999997,1,Cloudy,No
2024-08-10,Chilli Powder,0.256,1.46,1.3,0.15999999999999992,1,Cloudy,No
2024-08-10,Cooking Oil,17.075,9.63,8.6,1.0300000000000011,1,Cloudy,No
2024-08-10,Coriander,0.41000000000000003,0.5,0.46,0.03999999999999998,1,Cloudy,No
2024-08-10,Flour,46.88,182.11,130.6,51.51000000000002,1,Cloudy,No
2024-08-10,Garlic,2.245,3.87,2.87,1.0,1,Cloudy,No
2024-08-10,Ginger,2.1950000000000003,1.35,1.27,0.08000000000000007,1,Cloudy,No
2024-08-10,Milk,41.11,10.83,10.09,0.7400000000000002,1,Cloudy,No
2024-08-10,Onions,34.725,100.88,80.68,20.19999999999999,1,Cloudy,No
2024-08-10,Paneer,18.66,21.69,18.59,3.1000000000000014,1,Cloudy,No
2024-08-10,Potatoes,40.1,113.3,81.61,31.689999999999998,1,Cloudy,No
2024-08-10,Rice,16.82,65.25,55.24,10.009999999999998,1,Cloudy,No
2024-08-10,Salt,1.991,8.6,7.52,1.08,1,Cloudy,No
2024-08-10,Spices Mix,6.248,6.34,5.14,1.2000000000000002,1,Cloudy,No
2024-08-10,Sugar,10.673,5.14,4.67,0.46999999999999975,1,Cloudy,No
2024-08-10,Tomatoes,35.43,20.25,14.46,5.789999999999999,1,Cloudy,No
2024-08-10,Yogurt,15.169999999999998,18.28,16.31,1.9700000000000024,1,Cloudy,No
2024-08-11,Butter,13.085,12.94,9.07,3.869999999999999,1,Cloudy,No
2024-08-11,Chicken,53.92,30.99,25.71,5.279999999999998,1,Cloudy,No
2024-08-11,Chilli Powder,0.214,1.63,1.47,0.15999999999999992,1,Cloudy,No
2024-08-11,Cooking Oil,15.1,18.38,15.65,2.7299999999999986,1,Cloudy,No
2024-08-11,Coriander,0.45999999999999996,0.54,0.41,0.13000000000000006,1,Cloudy,No
2024-08-11,Flour,45.43,121.84,95.37,26.47,1,Cloudy,No
2024-08-11,Garlic,2.462,4.6,3.42,1.1799999999999997,1,Cloudy,No
2024-08-11,Ginger,2.313,3.74,2.66,1.08,1,Cloudy,No
2024-08-11,Milk,45.18,18.54,14.21,4.329999999999998,1,Cloudy,No
2024-08-11,Onions,33.25,88.93,67.2,21.730000000000004,1,Cloudy,No
2024-08-11,Paneer,23.75,29.49,27.64,1.8499999999999979,1,Cloudy,No
2024-08-11,Potatoes,36.8,110.89,86.07,24.820000000000007,1,Cloudy,No
2024-08-11,Rice,27.21,78.24,57.8,20.439999999999998,1,Cloudy,No
2024-08-11,Salt,2.012,16.04,14.39,1.6499999999999986,1,Cloudy,No
2024-08-11,Spices Mix,5.9190000000000005,1.29,1.02,0.27,1,Cloudy,No
2024-08-11,Sugar,14.82,6.41,4.82,1.5899999999999999,1,Cloudy,No
2024-08-11,Tomatoes,35.94,60.79,52.05,8.740000000000002,1,Cloudy,No
2024-08-11,Yogurt,15.91,12.74,10.38,2.3599999999999994,1,Cloudy,No
2024-08-12,Butter,13.99,11.45,8.96,2.4899999999999984,0,Foggy,No
2024-08-12,Chicken,57.47,12.77,8.99,3.7799999999999994,0,Foggy,No
2024-08-12,Chilli Powder,0.322,1.86,1.31,0.55,0,Foggy,No
2024-08-12,Cooking Oil,17.9,15.17,13.81,1.3599999999999994,0,Foggy,No
2024-08-12,Coriander,0.463,2.39,1.69,0.7000000000000002,0,Foggy,No
2024-08-12,Flour,58.63,163.74,121.12,42.620000000000005,0,Foggy,No
2024-08-12,Garlic,2.488,3.63,3.14,0.48999999999999977,0,Foggy,No
2024-08-12,Ginger,2.171,4.46,3.77,0.69,0,Foggy,No
2024-08-12,Milk,37.800000000000004,21.43,16.67,4.759999999999998,0,Foggy,No
2024-08-12,Onions,39.77,116.87,98.92,17.950000000000003,0,Foggy,No
2024-08-12,Paneer,25.3,12.53,8.88,3.6499999999999986,0,Foggy,No
2024-08-12,Potatoes,33.32,41.94,30.2,11.739999999999998,0,Foggy,No
2024-08-12,Rice,22.63,131.78,116.44,15.340000000000003,0,Foggy,No
2024-08-12,Salt,2.265,9.02,7.32,1.6999999999999993,0,Foggy,No
2024-08-12,Spices Mix,6.437,8.28,7.22,1.0599999999999996,0,Foggy,No
2024-08-12,Sugar,13.44,16.96,14.57,2.3900000000000006,0,Foggy,No
2024-08-12,Tomatoes,37.33,67.99,57.13,10.859999999999992,0,Foggy,No
2024-08-12,Yogurt,15.62,17.49,12.98,4.509999999999998,0,Foggy,No
2024-08-13,Butter,12.685,14.16,10.25,3.91,0,Cloudy,No
2024-08-13,Chicken,60.83,20.33,17.99,2.34,0,Cloudy,No
2024-08-13,Chilli Powder,0.323,0.72,0.54,0.17999999999999994,0,Cloudy,No
2024-08-13,Cooking Oil,19.82,18.05,14.82,3.2300000000000004,0,Cloudy,No
2024-08-13,Coriander,0.43900000000000006,2.19,1.7,0.49,0,Cloudy,No
2024-08-13,Flour,58.45,69.83,64.54,5.289999999999992,0,Cloudy,No
2024-08-13,Garlic,2.262,7.23,6.5,0.7300000000000004,0,Cloudy,No
2024-08-13,Ginger,2.148,1.67,1.32,0.34999999999999987,0,Cloudy,No
2024-08-13,Milk,39.5,39.34,31.51,7.830000000000002,0,Cloudy,No
2024-08-13,Onions,37.795,77.58,60.59,16.989999999999995,0,Cloudy,No
2024-08-13,Paneer,17.259999999999998,26.97,23.88,3.09,0,Cloudy,No
2024-08-13,Potatoes,38.160000000000004,124.98,89.53,35.45,0,Cloudy,No
2024-08-13,Rice,23.06,149.74,127.57,22.170000000000016,0,Cloudy,No
2024-08-13,Salt,2.17,19.14,16.1,3.039999999999999,0,Cloudy,No
2024-08-13,Spices Mix,6.681,8.78,6.94,1.839999999999999,0,Cloudy,No
2024-08-13,Sugar,12.789,12.47,9.73,2.74,0,Cloudy,No
2024-08-13,Tomatoes,33.97,61.28,53.82,7.460000000000001,0,Cloudy,No
2024-08-13,Yogurt,12.28,19.74,17.96,1.7799999999999976,0,Cloudy,No
2024-08-14,Butter,12.5,9.24,8.7,0.5400000000000009,0,Foggy,No
2024-08-14,Chicken,48.58,16.08,13.63,2.4499999999999975,0,Foggy,No
2024-08-14,Chilli Powder,0.235,1.25,1.03,0.21999999999999997,0,Foggy,No
2024-08-14,Cooking Oil,16.137,7.88,6.59,1.29,0,Foggy,No
2024-08-14,Coriander,0.258,1.72,1.48,0.24,0,Foggy,No
2024-08-14,Flour,51.010000000000005,125.99,90.0,35.989999999999995,0,Foggy,No
2024-08-14,Garlic,1.795,4.64,3.91,0.7299999999999995,0,Foggy,No
2024-08-14,Ginger,1.794,2.82,2.04,0.7799999999999998,0,Foggy,No
2024-08-14,Milk,43.03,46.89,33.53,13.36,0,Foggy,No
2024-08-14,Onions,33.435,99.71,92.13,7.579999999999998,0,Foggy,No
2024-08-14,Paneer,17.27,7.84,7.01,0.8300000000000001,0,Foggy,No
2024-08-14,Potatoes,45.92,119.84,96.8,23.040000000000006,0,Foggy,No
2024-08-14,Rice,22.25,58.0,46.11,11.89,0,Foggy,No
2024-08-14,Salt,2.095,10.22,8.06,2.16,0,Foggy,No
2024-08-14,Spices Mix,5.777,8.68,6.39,2.29,0,Foggy,No
2024-08-14,Sugar,12.53,18.34,15.14,3.1999999999999993,0,Foggy,No
2024-08-14,Tomatoes,35.5,98.58,78.82,19.760000000000005,0,Foggy,No
2024-08-14,Yogurt,12.46,14.81,12.54,2.2700000000000014,0,Foggy,No
2024-08-15,Butter,11.315000000000001,13.63,9.58,4.050000000000001,0,Cloudy,Yes
2024-08-15,Chicken,62.37,47.42,39.47,7.950000000000003,0,Cloudy,Yes
2024-08-15,Chilli Powder,0.24800000000000003,0.65,0.51,0.14,0,Cloudy,Yes
2024-08-15,Cooking Oil,16.806,8.67,8.11,0.5600000000000005,0,Cloudy,Yes
2024-08-15,Coriander,0.302,1.7,1.35,0.34999999999999987,0,Cloudy,Yes
2024-08-15,Flour,44.9,183.97,138.72,45.25,0,Cloudy,Yes
2024-08-15,Garlic,2.07,5.69,5.12,0.5700000000000003,0,Cloudy,Yes
2024-08-15,Ginger,1.796,4.92,3.88,1.04,0,Cloudy,Yes
2024-08-15,Milk,37.31,41.29,36.97,4.32,0,Cloudy,Yes
2024-08-15,Onions,36.035000000000004,99.07,73.42,25.64999999999999,0,Cloudy,Yes
2024-08-15,Paneer,19.68,27.04,19.91,7.129999999999999,0,Cloudy,Yes
2024-08-15,Potatoes,30.299999999999997,110.94,101.55,9.39,0,Cloudy,Yes
2024-08-15,Rice,20.0,106.56,89.69,16.870000000000005,0,Cloudy,Yes
2024-08-15,Salt,1.921,17.8,12.81,4.99,0,Cloudy,Yes
2024-08-15,Spices Mix,5.571,6.09,4.75,1.3399999999999999,0,Cloudy,Yes
2024-08-15,Sugar,11.47,5.21,3.89,1.3199999999999998,0,Cloudy,Yes
2024-08-15,Tomatoes,32.05,76.18,59.34,16.840000000000003,0,Cloudy,Yes
2024-08-15,Yogurt,12.46,7.25,5.85,1.4000000000000004,0,Cloudy,Yes
2024-08-16,Butter,10.845,13.91,10.01,3.9000000000000004,0,Partly Cloudy,No
2024-08-16,Chicken,59.63,45.17,32.77,12.399999999999999,0,Partly Cloudy,No
2024-08-16,Chilli Powder,0.37,0.66,0.57,0.09000000000000008,0,Partly Cloudy,No
2024-08-16,Cooking Oil,19.236,19.34,17.14,2.1999999999999993,0,Partly Cloudy,No
2024-08-16,Coriander,0.362,0.97,0.72,0.25,0,Partly Cloudy,No
2024-08-16,Flour,57.190000000000005,105.83,84.75,21.08,0,Partly Cloudy,No
2024-08-16,Garlic,2.313,2.65,2.49,0.1599999999999997,0,Partly Cloudy,No
2024-08-16,Ginger,2.286,1.09,0.84,0.2500000000000001,0,Partly Cloudy,No
2024-08-16,Milk,47.43,44.32,38.09,6.229999999999997,0,Partly Cloudy,No
2024-08-16,Onions,37.725,41.17,30.14,11.030000000000001,0,Partly Cloudy,No
2024-08-16,Paneer,22.88,27.16,25.29,1.870000000000001,0,Partly Cloudy,No
2024-08-16,Potatoes,38.830000000000005,103.55,77.42,26.129999999999995,0,Partly Cloudy,No
2024-08-16,Rice,22.52,141.61,107.21,34.40000000000002,0,Partly Cloudy,No
2024-08-16,Salt,2.1310000000000002,17.01,16.01,1.0,0,Partly Cloudy,No
2024-08-16,Spices Mix,6.197,8.59,6.83,1.7599999999999998,0,Partly Cloudy,No
2024-08-16,Sugar,13.22,5.08,4.29,0.79,0,Partly Cloudy,No
2024-08-16,Tomatoes,32.6,47.32,41.42,5.899999999999999,0,Partly Cloudy,No
2024-08-16,Yogurt,10.11,11.14,10.03,1.1100000000000012,0,Partly Cloudy,No
2024-08-17,Butter,11.74,8.78,6.47,2.3099999999999996,1,Rainy,No
2024-08-17,Chicken,57.769999999999996,17.06,15.07,1.9899999999999984,1,Rainy,No
2024-08-17,Chilli Powder,0.31799999999999995,1.54,1.27,0.27,1,Rainy,No
